place,year,name,gender,count
GA,2002,Nikki,F,8
NJ,2009,Avigdor,M,5
USA,2000,Avy,F,11
TN,1956,Bernice,F,18
SC,1956,Roosevelt,M,53
USA,1995,Donterrius,M,6
NY,1969,Inger,F,5
CA,1952,Jorge,M,51
KY,1957,Ted,M,26
NC,2015,Alistair,M,9
CA,1987,Moriah,F,16
AL,2018,Hollis,F,5
OR,2009,Dane,M,13
NE,1932,Grace,F,27
USA,1967,Purnell,M,18
IL,2016,Marlowe,F,11
AR,1917,Pearlie,F,22
IA,1948,Mabel,F,7
USA,1923,Aime,M,15
USA,2004,Ellana,F,17
USA,2006,Cem,M,6
OH,2009,Tristan,F,5
CO,1977,Tommy,M,14
USA,1944,Janne,F,13
CO,1984,Jennifer,F,720
MT,1992,Jasmine,F,11
MN,2005,Skye,F,13
USA,1923,Serene,F,5
MN,1998,Samir,M,5
TN,2006,Shane,M,25
DC,1998,Jessica,F,51
CA,2015,Ayan,M,29
WA,2015,Aiyana,F,9
OR,2015,Megan,F,6
IN,1994,Marlin,M,6
DC,1980,Cory,M,7
PA,1920,Elisabeth,F,37
OH,1924,Willetta,F,5
USA,2005,Wallace,M,106
USA,2014,Jairus,M,69
USA,2004,Daysean,M,5
MA,2002,Eryn,F,6
NY,2011,Katelyn,F,129
AZ,2011,Emilio,M,63
OH,2013,Rylynn,F,15
AL,1996,Cooper,M,5
USA,1928,Bethel,M,18
USA,1953,Ellan,F,10
USA,1928,Erick,M,16
WI,1957,Matt,M,7
MN,1949,Lydia,F,6
OH,1993,Earnest,M,7
USA,2001,Milla,F,28
IA,2003,Meredith,F,14
NE,1914,Merrill,M,6
TX,2005,Makynzie,F,6
WA,1995,Janelle,F,18
VT,1929,Isabelle,F,7
CO,1931,Alvin,M,21
USA,2006,Jemarion,M,10
ID,2018,Davina,F,6
USA,1913,Pedro,M,127
USA,2007,Jakyla,F,57
USA,1972,Etoy,F,8
NJ,1963,Bryon,M,6
OK,2009,Denise,F,5
GA,1943,Irvin,M,13
MI,1917,Harriette,F,16
MN,2017,Thomas,M,139
MS,2002,Jaycee,F,6
TX,1973,Sheena,F,5
MI,2018,Bonnie,F,10
MO,1963,Shaun,M,7
USA,2014,Anely,F,15
AL,2018,Miyah,F,5
OK,2014,Jameson,M,27
USA,1995,Kale,M,94
WI,1915,Maybelle,F,11
PA,1937,Raphael,M,6
SC,2017,Gracelyn,F,19
SD,1937,Ruth,F,52
UT,1951,Lee,F,16
IL,2006,Sheila,F,17
MO,1958,Carolyn,F,290
USA,1984,Sharitta,F,5
FL,1949,Nathan,M,31
SC,1945,Caroline,F,18
MA,2003,Janelle,F,14
USA,1971,Benita,F,219
GA,1982,Lorenzo,M,33
NJ,1969,Leah,F,29
USA,1952,Ronita,F,9
ID,2006,Zane,M,15
USA,1955,Bobby,F,116
USA,1990,Briannah,F,12
USA,1957,Kin,M,6
MD,1930,Harriet,F,23
USA,2008,Jeslyn,F,81
MS,1916,Tomie,M,5
CT,1976,John,F,5
NE,1932,Erna,F,5
NY,1959,Darla,F,31
USA,1900,Grady,M,79
AL,1925,Isabel,F,5
HI,1951,Vern,M,5
NM,2006,Nathanial,M,5
IL,1999,Journey,F,8
MI,2013,Damian,M,40
NH,1955,Sylvia,F,13
NC,2007,Tyrone,M,18
USA,2000,Apollonia,F,8
CA,1992,Mattie,F,11
MT,1936,Cleo,F,5
TX,1998,Jovanna,F,13
IL,2006,Irene,F,14
CT,1994,Pedro,M,15
MD,1913,Morris,M,22
MT,1913,Lois,F,12
USA,2005,Garrette,M,6
USA,1952,Lyndora,F,6
USA,1926,Velera,F,6
MS,1932,Jackie,M,18
USA,1988,Herman,M,277
USA,2003,Oneal,M,11
USA,2013,Hiro,M,16
USA,1993,Natally,F,8
CT,1944,Gretchen,F,7
IL,1982,Betsy,F,22
KY,2000,Mathew,M,16
USA,2007,Acadia,F,37
USA,1947,Lory,F,20
USA,1981,Turon,M,6
MS,1935,Lois,F,67
SC,1924,Lemuel,M,11
USA,1919,Jeraldine,F,54
CA,1990,Trisha,F,96
USA,1996,Rolan,M,9
CA,1977,Brian,M,2940
WA,1999,Bradley,M,69
MA,2007,Harmony,F,12
NC,1929,Adell,F,17
SD,1930,Roland,M,15
TN,1996,Diego,M,7
TN,2016,Bodhi,M,23
CA,2016,Pyper,F,9
AZ,2016,Tadeo,M,14
LA,2011,Brady,M,44
CA,1966,Kayla,F,7
USA,2012,Zaylynn,M,6
TX,2010,Aislyn,F,8
OK,1943,Joe,F,9
CA,1947,Clint,M,15
USA,1980,Lakeasha,F,19
USA,2005,Tanith,F,5
USA,1913,Romona,F,8
KY,1969,Terrence,M,14
FL,1962,Cheri,F,45
WI,1932,Joseph,M,308
MT,2010,Josephine,F,5
USA,1940,Anastacia,F,10
USA,2006,Deakon,M,29
USA,1988,Karis,F,44
GA,1926,Edward,M,284
OK,1993,Reba,F,5
FL,1944,Drew,M,5
USA,1956,Melody,F,2388
USA,2017,Keyton,M,16
CA,1992,Edgar,M,1099
DC,1948,Wilbur,M,8
DC,1993,Iris,F,7
VA,1933,Virginia,F,439
FL,1953,Sherrie,F,18
ID,1989,Richard,M,48
WY,1944,Joan,F,20
TX,2010,Ester,F,15
CT,1961,Margaret,F,212
FL,2004,Paisley,F,9
CO,1956,Albert,M,49
USA,1938,Zannie,F,5
CA,2009,Kalayah,F,7
AL,2012,Theodore,M,6
VA,1927,Betsy,F,16
IL,2016,Lennon,M,15
NC,2007,Skylar,M,16
IA,1968,Bobby,M,11
AZ,2017,Kainoa,M,5
CT,1950,Judy,F,45
OH,2007,Audrina,F,9
MD,1942,Catherine,F,152
TX,2000,Dionte,M,6
TX,1999,Zyon,M,7
NJ,1955,Janette,F,9
MN,1994,Dillon,M,80
TX,1998,Iman,F,14
ME,1966,Charles,M,89
MO,2014,Addilyn,F,21
USA,2012,Coty,M,22
TX,1946,Coy,M,15
UT,1944,Helen,F,34
MN,2017,Jayceon,M,6
MD,1917,Alma,F,39
OR,1949,Ramona,F,14
NE,1972,Leonard,M,6
MO,2015,Karlie,F,10
PA,2016,Kamryn,F,32
SC,1998,Kirsten,F,25
OR,2008,Crew,M,5
TX,1921,Durwood,M,12
USA,2007,Kethan,M,10
HI,1938,Annie,F,10
SC,1982,Bethany,F,16
USA,1995,Lavona,F,9
PA,1991,Madeline,F,96
HI,1917,Henrietta,F,6
WI,1915,Velma,F,26
USA,2012,Lamonte,M,46
SC,2012,Isaac,M,78
MI,1979,Stacey,F,277
USA,1973,Ernesto,M,461
FL,2003,Felicity,F,17
MS,2011,Bailey,F,53
USA,2016,Earnest,M,24
KS,1970,Floyd,M,11
WV,1939,Donald,M,477
TX,1956,Sotero,M,7
MT,1921,Ivan,M,9
OR,1995,Xavier,M,16
LA,1944,Freeman,M,5
USA,2004,Tremar,M,5
USA,2010,Aarya,F,72
USA,1993,Alexanderia,F,49
NJ,1995,Justine,M,6
AL,1984,Tiffaney,F,5
UT,1976,Genevieve,F,12
NY,2001,Nalleli,F,5
USA,2016,Beorn,M,7
TX,2017,Advika,F,9
MI,1981,Benita,F,6
AR,1938,Marlin,M,6
USA,1997,Sidra,F,21
USA,1958,Darien,M,11
USA,1996,Angelle,F,29
PA,2010,Prisha,F,6
TX,2000,Stefan,M,24
MN,2009,Quincy,M,11
NY,2011,Mariella,F,15
USA,2000,Criselda,F,12
MI,1944,Cleo,F,7
USA,1980,Kimberlin,F,9
AK,1952,Julie,F,6
CA,2018,Walden,M,8
OR,2017,Alora,F,5
CA,1946,Patty,F,83
ND,1975,Barry,M,6
OR,1968,Brad,M,28
FL,2001,Axel,M,41
MD,2007,Dakota,M,18
PA,1970,Archie,M,12
VA,2007,Wendy,F,15
NM,1954,Thomas,M,170
TX,2011,Ladarius,M,10
GA,1965,Robyn,F,36
USA,2017,Hartley,F,143
USA,1996,Mirage,F,6
MI,1949,Clayton,M,40
IA,2007,Alina,F,11
USA,1918,Vincenzo,M,48
USA,1986,Tanielle,F,12
SD,2016,Sydney,F,10
USA,1991,Dinh,M,5
NY,1990,Desirae,F,28
TX,1935,Ascencion,M,6
AR,2008,Anabelle,F,5
PR,2011,Christian,M,120
FL,1991,Ivy,F,6
CA,1956,Christophe,M,80
VA,2011,Jasmin,F,14
NC,1986,Diana,F,36
MO,1949,Dwayne,M,20
TX,2007,Jamyra,F,6
USA,1933,Almetta,F,9
USA,1917,Fernand,M,30
FL,2012,Brycen,M,48
MI,1984,Marina,F,13
IL,1932,Emma,F,70
UT,1967,Jill,F,100
MI,1923,Ellen,F,113
ME,1970,Elizabeth,F,62
USA,2017,Ellee,F,68
IL,1951,Joe,M,147
USA,1966,Treva,F,147
ME,2003,Jaden,F,5
USA,1968,Deonna,F,48
TN,1943,Will,M,15
UT,2016,Blaze,M,8
OR,1986,Branden,M,13
CA,1964,Ileana,F,7
USA,1985,Cliffton,M,49
AL,1977,Valerie,F,76
NE,1937,Freddie,M,6
MS,1938,Maxie,F,6
TN,1934,Novella,F,8
IA,2018,Wilder,M,6
CA,2006,Degan,M,7
IL,1952,Anton,M,21
USA,1927,Ava,M,6
OK,2017,Truett,M,6
USA,2017,Kapone,M,5
WA,2014,Lachlan,M,17
NY,1958,Lindsey,M,7
WI,1976,Cari,F,17
USA,1949,Leotha,M,9
VA,1968,Marsha,F,20
USA,1935,Nicey,F,5
NY,1996,Justen,M,13
USA,1938,Shirleen,F,29
OR,2010,Alice,F,33
USA,1945,Donell,F,7
PA,1982,Cassie,F,49
SC,2003,Aden,M,8
IA,2010,Gwenyth,F,5
NH,1912,Antoinette,F,7
SC,1938,Andy,M,5
USA,1975,Delawrence,M,5
USA,1945,Colette,F,77
SC,2018,Jada,F,21
NJ,2010,Phoebe,F,27
OH,2002,Dallas,F,9
PA,1989,Khalil,M,33
TN,1977,Christina,F,228
USA,1922,Dabney,M,9
AZ,1916,Evelyn,F,35
TX,1924,Alberta,F,51
OH,1997,Scottie,M,6
OK,2014,Channing,F,10
NC,1929,Connie,F,16
MN,1974,Anton,M,7
OH,1953,Edith,F,53
CA,1929,Augustine,M,19
CA,1986,Amber,F,1659
KY,1976,Darrel,M,7
NH,1958,Joel,M,10
NY,1937,Hyacinth,F,5
SC,1999,Ana,F,15
MD,1981,Isaac,M,12
CA,2014,Anoushka,F,9
CO,1963,George,M,102
NE,1950,Jenifer,F,5
CA,1986,Jessilyn,F,5
KS,1955,Myong,F,7
USA,1996,Semir,M,5
NM,1959,Kenneth,M,137
OH,2010,Mackenzie,F,221
CA,1985,Lilibeth,F,12
CA,2006,Madyson,F,64
LA,1981,Lekeisha,F,9
OR,1998,Thomas,M,101
MA,1924,Wilbur,M,25
MA,2013,Saanvi,F,6
USA,2009,Ante,M,5
USA,1999,Kalvin,M,126
AZ,1960,Debora,F,10
MS,1945,Zella,F,5
NJ,2008,Desiree,F,16
GA,1981,Jeri,F,5
CA,1991,Sara,M,6
MN,2017,Alaina,F,24
AZ,2005,Lexi,F,22
KS,1965,Starla,F,6
USA,2002,Rece,M,51
TN,1978,Tina,F,159
MA,2011,Paxton,M,11
OH,1917,Gene,M,36
MO,2002,Morgan,F,194
USA,1955,Jamee,F,18
WI,1964,Janette,F,8
AL,1962,Joan,F,32
ME,2018,Avery,F,41
NY,1972,Victoria,F,312
USA,1892,Emory,M,38
NC,1993,Leighann,F,5
CO,1977,Zachariah,M,17
USA,1925,Wren,M,8
USA,1938,Melissa,F,85
GA,2009,Ty,M,53
GA,2009,Ali,M,14
NC,1995,Carissa,F,9
WV,1935,Nelda,F,9
USA,1909,Maryjane,F,6
WI,2001,Davion,M,19
VA,2011,Martin,M,16
AL,1962,Freda,F,18
AK,2003,Ashley,F,25
IL,2003,Lazaria,F,6
USA,1970,Velina,F,6
USA,2014,Deron,M,43
KS,2006,Jess,M,5
NY,1976,Eleftheria,F,5
CA,1982,Erica,M,9
NJ,2017,Nathalia,F,9
LA,1949,Helen,F,194
USA,1936,Ernesto,M,139
USA,1967,Tesha,F,13
USA,1989,Junita,F,10
KS,2008,Kiera,F,14
VA,1951,Stafford,M,5
VA,1922,Edythe,F,11
USA,1991,Jaymeson,M,6
USA,2002,Kassidy,F,889
VA,1969,Lorie,F,19
WV,1953,Jewell,F,11
USA,1933,Dotty,F,33
CO,1952,Tony,M,29
FL,2010,Jaydin,M,12
USA,1949,Jerolyn,F,14
NE,1972,Erika,F,8
OH,1953,Lisbeth,F,7
USA,2003,Amaal,F,7
IL,2007,Tanvi,F,8
FL,1956,Deena,F,8
CO,1964,Gerry,M,5
USA,2015,Crewe,M,11
TX,1998,Derian,M,19
NY,2001,Yachet,F,5
IN,1958,Betsy,F,36
USA,1993,Shyra,F,17
WI,1970,Lewis,M,10
CA,1999,Ivory,F,12
MO,1968,Rodger,M,10
AR,1999,Kylee,F,12
TN,2003,Jensen,M,6
TN,1997,Deborah,F,10
ID,2013,Makayla,F,12
MO,2007,Marie,F,13
OK,2016,Rylee,F,51
TN,1965,Tommy,M,149
FL,1956,Serena,F,7
USA,1946,Rovena,F,8
NJ,1978,Frederick,M,71
TX,1993,Breauna,F,8
USA,1975,Saquana,F,5
IN,1987,Ricky,M,30
CO,1963,Kirt,M,6
IN,1967,Jackie,M,27
USA,1998,Maraya,F,29
AZ,1993,Donald,M,32
FL,1963,Cecilia,F,28
NY,1923,Bill,M,14
CA,1995,Josefina,F,56
CA,1975,Andreana,F,5
VA,1998,Avery,F,25
WV,1997,Annie,F,6
IN,2015,Emery,F,58
SC,1979,Antionette,F,5
LA,1974,Elisa,F,8
NV,1992,Staci,F,6
NM,1973,Kendra,F,5
MD,1933,Harvey,M,23
OR,2004,Ashley,F,140
USA,2006,Romero,M,34
CO,2014,Breck,M,5
SD,1976,Jeremiah,M,18
IL,1980,Stevan,M,5
FL,1991,Leigha,F,12
USA,1990,Lemonte,M,5
KY,1952,Mona,F,29
MT,1944,Marvin,M,20
VA,2007,Yahir,M,7
UT,2003,Nathan,M,207
DC,1979,Antoine,M,32
CO,1993,Jesse,M,143
NE,1922,Darold,M,7
USA,2016,Maithili,F,7
MD,1973,Adrienne,F,16
USA,2015,Johnelle,F,6
SC,2012,Samuel,M,139
TX,1947,Leanne,F,5
OH,2012,Leonidas,M,12
DC,1966,Crystal,F,23
USA,1941,Eulan,M,5
PR,2015,Chris,M,31
IL,1953,Christi,F,6
KS,2012,Madeleine,F,7
NM,2007,Gianna,F,12
NM,1995,Spencer,M,11
OH,1977,Jessica,M,5
DC,1956,Jill,F,15
OK,2003,Gillian,F,7
OR,1959,Clint,M,9
USA,1891,Prudence,F,15
TN,1995,Michelle,F,62
CO,1990,Kaitlin,F,39
USA,2010,Riggin,M,30
USA,2018,Selihom,F,5
GA,1996,Shania,F,39
VA,2003,Santiago,M,11
NC,2017,Memphis,M,22
USA,1952,Adolfo,M,73
VA,1913,Hugh,M,28
IN,2015,Kenzie,F,38
WI,2017,Sophia,F,216
OH,1989,Moses,M,5
USA,1908,Ferol,F,7
OR,1982,Christina,F,130
TN,2009,Jason,M,128
GA,2009,Arya,M,5
NE,1952,Maria,F,10
USA,2005,Shyah,F,8
FL,2007,Joan,M,12
GA,1927,Carlton,M,37
MI,1996,Jajuan,M,7
AZ,2015,Caiden,M,18
USA,1978,Meranda,F,58
VA,2018,Mercedes,F,5
NC,2002,Angelo,M,20
WV,1943,Darrell,M,77
USA,1965,Chris,M,5483
UT,2012,Case,M,9
PA,2004,Nia,F,25
USA,2002,Diallo,M,28
OH,2014,Cayson,M,7
MN,1953,Chester,M,9
KY,1924,Alta,F,55
LA,1964,Neal,M,37
USA,1989,Capricia,F,6
FL,2005,Guy,M,7
CA,1989,Emmie,F,5
WA,1943,Ernest,M,37
USA,1908,Adolph,M,96
USA,2006,Keyonia,F,5
USA,1993,Ruby,F,1032
USA,1897,Abraham,M,62
NY,1921,Priscilla,F,59
USA,2006,Asiel,M,16
VT,2004,Peter,M,12
USA,1983,Patick,M,7
CA,2001,Bree,F,8
MA,1986,Cherie,F,5
USA,2000,Fantasy,F,8
MI,1964,Vince,M,21
USA,2009,Dema,F,7
MN,1918,Sylvester,M,41
KS,1950,Janis,F,45
USA,1982,Olivier,F,5
IL,1968,Antoine,M,22
AR,1960,Lester,M,23
AL,1942,Gus,M,15
TX,2006,Emilie,F,61
NY,1923,Angelina,F,381
IA,2013,Aurora,F,22
NH,1979,Katherine,F,64
WV,1938,Marion,M,21
KY,1947,Sharon,F,692
USA,1926,Clotilda,F,23
ME,1925,Opal,F,7
MS,1952,Jonnie,M,10
CA,1975,Clemente,M,15
SC,1930,Miriam,F,45
OH,2012,Ila,F,7
NY,2001,Juliet,F,54
CA,2008,Cooper,M,314
USA,1952,Janae,F,10
WV,1952,Marsha,F,101
USA,2013,Cariya,F,8
USA,2005,Demerius,M,6
OH,1998,Darlene,F,7
IL,1973,Rosalinda,F,11
AZ,1989,Krystina,F,5
GA,1984,Rickey,M,27
USA,1974,Jillanne,F,8
IN,1978,Kendra,F,53
KS,1951,Jon,M,44
CO,1992,Lorraine,F,6
GA,1985,Allie,F,5
GA,1953,Oscar,M,54
NY,1947,Rexford,M,8
FL,2004,Jalen,F,8
MI,2016,Isobel,F,5
USA,2016,Rei,M,14
NV,1990,Erick,M,11
AZ,2011,Ramona,F,9
USA,1905,Luddie,F,5
IL,1940,Janalee,F,5
USA,1978,Doreen,F,179
IA,1969,Tad,M,7
PA,2011,Zayden,M,38
ME,1988,Owen,M,6
USA,1973,Jeanne,F,845
TX,1975,Carin,F,6
USA,1941,Frenchie,M,5
FL,1922,Frederick,M,25
NC,2010,Alba,F,9
NY,1986,Karina,F,84
USA,1994,Zacchaeus,M,43
MI,1959,Gayla,F,8
FL,2000,Delanie,F,8
KY,2014,Cecilia,F,12
WV,1958,Maria,F,17
USA,1978,Joseh,M,8
IN,1974,Crista,F,5
IN,1917,Christina,F,10
TX,1975,Shalonda,F,19
USA,2005,Tameya,F,13
CA,1978,Gage,M,5
ID,1969,Benjamin,M,16
CO,2001,Jailyn,F,5
KY,1993,Chance,M,8
USA,1975,Olan,M,13
AR,1980,Bethany,F,29
USA,2006,Auriana,F,24
CA,2006,Elder,M,13
USA,2001,Bright,M,7
USA,2005,Everett,F,7
NY,2010,Londynn,F,7
NJ,1961,Laurel,F,15
NC,1971,Ross,M,12
MA,1968,Eliza,F,5
PA,2010,Sage,F,31
USA,1999,Kurtis,M,244
KY,2011,Baylee,F,29
USA,2016,Hercules,M,19
USA,1993,Brandun,M,9
WA,1950,Lynda,F,69
OH,1982,Owen,M,13
USA,1997,Hermann,M,5
MA,1912,Christine,F,20
AR,1988,Alexandra,F,26
IN,2004,Krista,F,20
UT,1973,Tracee,F,7
CA,2014,Nova,F,103
SC,2001,Terrance,M,15
AL,2000,Christy,F,5
NE,1912,Wilson,M,6
USA,1908,Larry,M,70
VA,1999,China,F,8
USA,1954,Martin,F,18
IA,1981,Jayme,F,11
VA,1987,Tatiana,F,7
OR,1976,Lyle,M,5
USA,1993,Kelicia,F,7
USA,1891,Maxie,F,11
MT,1961,Edwin,M,6
TX,1936,Cherry,F,8
OH,1984,Kami,F,7
AR,1981,Andrea,F,119
USA,1997,Anakaren,F,46
USA,1996,Kynan,M,12
AR,1982,Joyce,F,5
NJ,2008,Joselin,F,6
MT,1980,Trina,F,5
TN,2013,Lewis,M,8
MS,1983,Wilma,F,6
OH,1980,Derrick,M,190
USA,1995,Bettina,F,16
USA,2000,Waylon,M,131
NM,1974,Rudy,M,16
OH,1992,Lena,F,26
USA,2009,Loralei,F,81
USA,1985,Shantoria,F,9
USA,2003,Edilson,M,13
CO,1966,Emily,F,7
TX,1982,Noelia,F,11
IN,1953,Amanda,F,17
PA,1999,Kalista,F,7
NY,1979,Diego,M,11
LA,1970,Reginald,M,118
WV,2003,Leah,F,26
TX,1998,Baily,M,5
WI,1953,Yolanda,F,7
CA,2017,Gwendolyn,F,68
CA,1999,Hakeem,M,11
AZ,1987,Leigh,F,7
CA,1993,Kirsten,F,155
USA,1891,Elna,F,10
NE,1962,Andrea,F,29
NY,1927,Merilyn,F,6
WY,1983,Gabriel,M,7
WI,1963,Cheri,F,25
IN,1948,Randall,M,151
NC,1999,Gianna,F,9
AR,1993,Jacqueline,F,16
WV,1994,Craig,M,10
USA,1961,Merrit,F,6
MD,2011,Natalia,F,42
MD,1954,Aletha,F,5
OK,1928,Harlan,M,5
AL,1921,Margie,F,98
DE,1968,Kristen,F,9
IL,2012,Adelina,F,16
MI,1940,Jesse,M,27
USA,1967,Luwanna,F,6
FL,1996,Mason,F,5
USA,1955,Murl,M,13
USA,1994,Hani,M,13
OH,2010,Elsa,F,12
USA,2017,Rilei,F,5
KY,1915,Rosalie,F,13
USA,1995,Tesha,F,29
KY,1912,Floy,F,6
USA,1996,Christine,F,2371
CA,2014,Yerik,M,8
USA,2014,Kapiolani,F,7
LA,1949,Levy,M,5
TX,2003,Lorena,F,81
PA,2001,Braheem,M,6
USA,1918,Lenoard,M,10
OK,1968,Tamra,F,14
USA,1969,Marnie,F,510
GA,2012,Kylon,M,5
USA,1978,Adriane,F,250
WI,2007,Donte,M,9
TN,2015,Gloria,F,9
USA,1935,Betrice,F,5
KY,1982,Charlene,F,10
MA,1914,Jacqueline,F,6
USA,1932,Glendora,F,45
MA,2015,Rohan,M,15
USA,2004,Audi,F,7
CA,1999,Eryk,M,5
AR,2000,Blaine,M,10
USA,2007,Alaycia,F,17
OH,1994,Sidney,M,9
USA,1922,Luby,M,8
IL,1944,Merrill,M,10
USA,1950,Zana,F,20
FL,1990,Whitney,F,235
MD,1974,Mitchell,M,13
USA,1891,Felicia,F,9
PA,1977,Lucia,F,8
MI,2009,Makenzi,F,7
WV,1997,Garrett,M,45
NE,1980,Carlos,M,12
OR,2014,Asa,M,11
OH,1947,Judie,F,8
UT,1982,Justin,F,6
KS,1965,Evan,M,8
AL,2007,Malachi,M,51
USA,1921,Marks,M,6
IA,2008,Desirae,F,8
CA,1998,Jordyn,F,162
USA,2006,Anaiah,F,84
USA,1993,Kiela,F,8
MA,1993,Israel,M,8
TN,1988,Hallie,F,11
WY,1957,Joy,F,5
NY,1951,Nola,F,6
USA,1891,Lulla,F,9
FL,1953,Bert,M,14
AL,2010,Zaniya,F,10
USA,1920,Carmeline,F,8
WY,1996,Dakota,F,5
WY,1986,Dean,M,7
USA,2009,Jaidynn,M,6
IL,1975,Devin,M,29
MO,2014,Serenity,F,107
NY,1960,Joy,F,179
USA,2001,Evangelia,F,17
KY,2012,Troy,M,11
AL,1984,Quinton,M,32
MI,1962,Kirt,M,20
TX,1932,Theresa,F,98
OH,1979,Che,M,5
IA,1973,Greg,M,24
USA,1934,Garald,M,5
IL,1989,Blanca,F,26
USA,1967,Dala,F,5
USA,1970,Kessa,F,5
LA,1980,Tinisha,F,6
MT,2017,Evie,F,6
NV,2000,Jace,M,16
USA,2010,Lucea,F,5
IL,1966,Elliot,M,5
USA,1997,Rockey,M,8
USA,1972,Abigail,F,393
CA,1990,Braxton,M,10
NC,1959,Fay,F,8
UT,1947,Dick,M,9
USA,2008,Jeliyah,F,5
AL,1992,Heaven,F,6
MN,1962,Peggie,F,5
NJ,1963,Randolph,M,20
USA,2005,Estin,M,8
IA,2012,Alicia,F,5
LA,1988,Felix,M,8
OK,2007,Kinzie,F,6
AR,1926,Marcus,M,18
WA,1920,Dolores,F,40
LA,1981,Cameron,M,12
USA,1954,Mart,M,22
MD,1952,Damian,M,5
WV,1941,Cora,F,42
LA,1974,Antonio,M,55
USA,2004,Demontae,M,34
KY,2001,Caitlyn,F,55
TX,1998,Jewelia,F,5
NY,1945,Cheri,F,9
LA,2003,Bobby,M,24
CA,1990,Hansel,M,10
PA,1953,Darice,F,5
FL,1998,Makiya,F,5
NJ,1941,Betty,F,231
USA,1975,Gentry,F,7
MD,2013,Ashlynn,F,14
FL,1912,Michael,M,8
OR,1950,Verla,F,5
OH,1914,Jerome,M,30
CA,1975,Melani,F,6
GA,2009,Aydin,M,5
NY,1990,Raizel,F,20
GA,2006,Devin,M,166
USA,2007,Tevaughn,M,6
AL,1959,Robin,F,147
PA,1927,Eloise,F,32
AL,1994,Krista,F,27
USA,2002,Najeh,M,7
IL,1966,Wendy,F,397
PA,1957,Lorri,F,10
USA,2010,Skylar,M,491
KY,2008,Cesar,M,9
USA,1918,Nada,F,33
GA,1925,Preston,M,26
CA,1952,Patrick,M,893
PA,1994,Renee,F,50
USA,1979,Mykesha,F,7
NY,1991,Tawana,F,5
CA,2009,Eitan,M,10
USA,1993,Kelse,F,15
WA,1985,Tyson,M,58
TX,1919,Leopoldo,M,17
USA,1924,Caldwell,M,12
USA,2009,Jae,F,23
USA,1984,Gilda,F,30
USA,2002,Amaryon,M,5
AZ,2012,George,M,42
USA,1972,Buffy,F,319
MA,1934,Dora,F,10
MO,1911,Ethel,F,148
MI,1984,Lindsay,F,411
VA,1918,Lucius,M,5
NE,1951,Jolene,F,25
PA,1926,Vera,F,205
NY,2009,Maxwell,M,193
SD,1929,Gladys,F,53
ND,1961,Karen,F,131
IN,1984,Norman,M,15
IA,2002,Makena,F,5
NE,1997,Asia,F,5
USA,1989,Denzel,M,56
CA,1966,Maureen,F,234
USA,1943,Jonas,M,51
USA,1935,Babe,M,9
WI,2011,Rosa,F,5
USA,1985,Siri,F,30
NY,1945,Agatha,F,13
OH,1990,Latesha,F,5
AK,1973,Michelle,F,57
USA,1911,Nova,M,5
MO,1976,Tosha,F,9
VA,2008,Kaylyn,F,14
USA,1990,Tayonna,F,6
USA,1986,Hanif,M,11
USA,1915,Claretta,F,12
CA,1995,Sariah,F,9
UT,1956,Cary,M,7
USA,1952,Adonna,F,6
IN,1976,Shawn,F,29
NJ,1969,Vanessa,F,64
NE,2017,Kobe,M,6
SC,2005,Lori,F,6
USA,2009,Kedus,M,6
USA,2010,Kalum,M,11
TX,1925,Sammye,F,7
IN,1977,Toby,M,46
LA,1973,Sam,M,17
USA,1994,Jaevon,M,13
MN,1921,Wilbur,M,39
USA,1972,Claiborne,M,8
ME,1998,Erik,M,9
MO,2016,Sarah,F,66
OR,1968,Pauline,F,9
NY,1997,Donovan,M,76
USA,1960,Vickilynn,F,5
IL,1999,Clare,F,47
AK,1953,Jon,M,5
USA,1984,Jamell,F,6
USA,1992,Christan,M,33
USA,2009,Niyah,F,98
USA,2012,Koralie,F,5
GA,1988,Elaine,F,8
IL,1912,Ferdinand,M,12
NC,1987,Dallas,M,19
USA,1920,Calton,M,8
NE,1968,Wendi,F,7
USA,1972,Mark,F,81
WA,1959,Christina,F,51
KY,2017,Brian,M,30
CO,1951,Kerry,F,8
MD,1957,Kathie,F,7
USA,2017,Nazareth,F,58
USA,1950,Delorse,F,29
MS,1919,Jim,M,61
TX,1939,Audry,M,5
OR,1959,Clyde,M,8
USA,1965,Deryk,M,14
USA,1915,Maribelle,F,9
CO,2013,Sonya,F,10
CA,1986,San,M,6
GA,2016,Bo,M,14
VA,2001,Travis,M,93
GA,2017,Elon,M,8
HI,1944,Paul,M,66
MT,1983,Alexander,M,6
USA,1915,Toxie,M,9
ID,1991,Sandra,F,7
SC,1939,Corine,F,11
CA,1919,Della,F,18
USA,1936,Merwin,M,28
IA,1941,Carole,F,76
DC,1989,Jimmy,M,5
FL,2003,Chris,M,35
USA,1929,Genaro,M,49
NE,1931,Merle,M,29
MO,2015,Justice,F,24
KY,1932,Van,M,8
FL,2008,Markell,M,14
NC,1985,Tiara,F,14
USA,1974,Lesly,M,8
WV,1995,Ryan,M,140
AZ,1918,Douglas,M,9
OH,1960,Maria,F,161
USA,1994,Lilybeth,F,12
USA,1972,Yarrow,F,5
NJ,1947,Ronnie,M,36
AK,2002,Crystal,F,5
IL,2002,Jack,M,534
TX,2006,Eve,F,22
MI,1932,Linda,F,20
